iter	MSLE	RMSE
0	1.168468543	67.35548434
1	1.028556481	62.34860358
2	0.9131612894	57.8201891
3	0.8137278036	53.73797174
4	0.7267239167	50.07518599
5	0.6503842326	46.73387733
6	0.5826785116	43.69511598
7	0.5220315954	40.97468117
8	0.4689450958	38.68529258
9	0.4216959696	36.41960901
10	0.3798739828	34.42757102
11	0.3435177433	32.69365897
12	0.3095339155	31.022771
13	0.2808601982	29.60778505
14	0.2533062237	28.27369927
15	0.2292647701	27.05522795
16	0.2085511332	25.96345832
17	0.1898953996	24.97899506
18	0.1744967135	24.1003409
19	0.1605448824	23.32556124
20	0.1482022485	22.58638386
21	0.1372028249	21.93953573
22	0.1276511656	21.31900342
23	0.1190879364	20.76590961
24	0.1121405448	20.24503865
25	0.1066669865	19.85818458
26	0.1005205564	19.39674456
27	0.09604010269	18.98839102
28	0.09231556651	18.64083324
29	0.08865600565	18.26518753
30	0.0859160167	17.9050861
31	0.08298928765	17.55838447
32	0.07998279046	17.23547559
33	0.07759215499	16.94365603
34	0.07551188588	16.64748675
35	0.0740432679	16.37595192
36	0.07206148828	16.15219072
37	0.07053939832	15.88199869
38	0.06936328003	15.61706174
39	0.06836065767	15.36145959
40	0.06735299256	15.123404
41	0.06629770899	14.89104727
42	0.0655850932	14.66464973
43	0.06513950197	14.45084685
44	0.06434851248	14.2385719
45	0.06413284657	14.03285315
46	0.06369901302	13.84443687
47	0.06345205777	13.65779981
48	0.06310725926	13.52900446
49	0.06294548307	13.37819086
50	0.06262219866	13.19924433
51	0.06224381466	13.04015288
52	0.0620532877	12.87147848
53	0.06156423372	12.70417565
54	0.06124279353	12.54953537
55	0.06114086892	12.391282
56	0.0608960088	12.24147841
57	0.06079047621	12.10742834
58	0.06048755078	11.96482466
59	0.06040021217	11.84437298
60	0.0602921375	11.71256396
61	0.06025530606	11.6004708
62	0.06014730812	11.52532733
63	0.06006590312	11.39877752
64	0.0599337498	11.27960902
65	0.05980360087	11.16603702
66	0.05976692168	11.05930337
67	0.05973988645	10.94640841
68	0.05971448357	10.83559094
69	0.05947651175	10.72833361
70	0.05945812735	10.629093
71	0.05933826856	10.53152224
72	0.05918270679	10.4328877
73	0.05909788851	10.36790537
74	0.0590558285	10.28131505
75	0.05901146703	10.19291334
76	0.05899429372	10.10751957
77	0.05897372083	10.03545115
78	0.05894789322	9.954651552
79	0.05891221318	9.872740731
80	0.05884984953	9.795800272
81	0.05868073941	9.723467019
82	0.05867116418	9.655085021
83	0.05863494317	9.603540738
84	0.05860543882	9.536179984
85	0.05855296557	9.466678645
86	0.05851279032	9.403107614
87	0.05850067175	9.354380932
88	0.05847248961	9.292078873
89	0.05844446478	9.243779855
90	0.05841780418	9.183224161
91	0.05840883837	9.129431681
92	0.05838336956	9.101804401
93	0.05834747729	9.049384652
94	0.05834383091	8.994655732
95	0.05833883638	8.941981139
96	0.05834015219	8.891484592
97	0.05832222807	8.845208694
98	0.05829445518	8.797775137
99	0.05828080909	8.752219714
100	0.05824878666	8.706894455
101	0.05822594503	8.664268374
102	0.058166995	8.626822057
103	0.0580832867	8.597705526
104	0.05807516697	8.556109672
105	0.05804854393	8.516143235
106	0.05804992938	8.4785165
107	0.05804702476	8.443075419
108	0.05804683562	8.41021901
109	0.05801856175	8.374967097
110	0.05800741367	8.349859168
111	0.05799658158	8.313822037
112	0.0579890026	8.282416364
113	0.0579836629	8.25295864
114	0.05798263796	8.222461769
115	0.0579472095	8.188518844
116	0.05793137797	8.158518758
117	0.0579362197	8.131757336
118	0.05787768368	8.104584702
119	0.05786845337	8.079001757
120	0.05786719803	8.048435296
121	0.05785906602	8.024026635
122	0.0578542386	8.000317275
123	0.05784139557	7.976893897
124	0.05779155814	7.952106839
125	0.05779207007	7.929599946
126	0.05778927951	7.906576878
127	0.05778558189	7.886587755
128	0.05777332543	7.870240523
129	0.05774761803	7.848736353
130	0.05774376035	7.824098779
131	0.0577466369	7.804399972
132	0.0577422129	7.780256922
133	0.05770332992	7.762227852
134	0.05770201343	7.745219589
135	0.05769201797	7.728065148
136	0.05768783249	7.712073423
137	0.05769026291	7.695457051
138	0.05768853147	7.675438829
139	0.05768992113	7.653677964
140	0.0576694331	7.638482626
141	0.05766895237	7.625340421
142	0.05766974391	7.602789174
143	0.0576535032	7.591969566
144	0.05761744747	7.577622362
145	0.05761178641	7.563754854
146	0.05759940451	7.551183893
147	0.05759765951	7.535722519
148	0.05759293299	7.522905371
149	0.05758876816	7.510987477
150	0.05758764751	7.499137743
151	0.05758528617	7.488106884
152	0.05757844783	7.47615229
153	0.05754721343	7.465505747
154	0.05754051768	7.457205024
155	0.05753500393	7.437368759
156	0.05753188103	7.417545217
157	0.05752849602	7.407564347
158	0.05752054282	7.397940142
159	0.0575207681	7.387516273
160	0.05750966308	7.371316655
161	0.05751007467	7.361868627
162	0.05747638395	7.352824607
163	0.05745503251	7.345959121
164	0.05745480844	7.337087285
165	0.057455963	7.320652806
166	0.05745511822	7.312740946
167	0.05745540415	7.296078885
168	0.05745417431	7.279597164
169	0.05744085069	7.264689419
170	0.05744107335	7.251814174
171	0.05742445963	7.245541053
172	0.05742444939	7.237691117
173	0.05741555676	7.224434112
174	0.05741524685	7.210047659
175	0.0573967868	7.195633619
176	0.0573963095	7.181666045
177	0.05739415824	7.16682818
178	0.05739329591	7.159940042
179	0.05738045162	7.146515499
180	0.05737680641	7.133944785
181	0.05736835115	7.127607717
182	0.05733095089	7.121121472
183	0.0573041552	7.114825219
184	0.05730421539	7.108948301
185	0.05730269427	7.103343636
186	0.05730499356	7.089409495
187	0.05730411882	7.084024907
188	0.05730410571	7.078990644
189	0.05724271706	7.06536345
190	0.05724809704	7.06268579
191	0.05721976355	7.057682547
192	0.0571939425	7.045216881
193	0.05719244902	7.040169142
194	0.05718979069	7.029028139
195	0.05718840034	7.01632541
196	0.05718851855	7.011248814
197	0.05718873214	6.998453993
198	0.05714475037	6.993565122
199	0.05714428876	6.986100682
200	0.05713395317	6.976411286
201	0.05712930185	6.964151605
202	0.05711466643	6.959496388
203	0.05711238673	6.955148207
204	0.05710882218	6.943920153
205	0.05705398352	6.938701022
206	0.05706014891	6.936490226
207	0.05704510265	6.924988602
208	0.05702907647	6.914096821
209	0.0569939173	6.902775458
210	0.05697708783	6.890499911
211	0.05697760454	6.879155384
212	0.05696784058	6.869215177
213	0.05697038425	6.862827002
214	0.05696810198	6.852283853
215	0.05697044511	6.848269733
216	0.0569675749	6.843797267
217	0.05696830007	6.839961059
218	0.05696580587	6.829555539
219	0.05696523486	6.825564256
220	0.05693119642	6.821869771
221	0.05692702902	6.818125076
222	0.05693216441	6.805999292
223	0.05693204097	6.796097104
224	0.0569317847	6.784975629
225	0.05692416881	6.781559143
226	0.05691802464	6.7707546
227	0.05691552868	6.762306097
228	0.05691580997	6.758401314
229	0.05688919499	6.75485965
230	0.05687949564	6.751191295
231	0.05687843085	6.740693293
232	0.05686876268	6.729725751
233	0.0568624242	6.71950617
234	0.05682420687	6.715698286
235	0.05682210083	6.712070964
236	0.05682279268	6.709045134
237	0.05682106592	6.698351129
238	0.05682107313	6.688866516
239	0.05680988125	6.686005689
240	0.05678746707	6.675575557
241	0.05678379613	6.667201289
242	0.05678047447	6.657257738
243	0.05672662616	6.655361964
244	0.0567205125	6.645451542
245	0.05671863075	6.635976984
246	0.05670489059	6.632906605
247	0.05670380326	6.623876206
248	0.05670059407	6.615909013
249	0.05667959712	6.607782191
250	0.05664991852	6.604392913
251	0.05664676667	6.594542257
252	0.05662847824	6.584040036
253	0.05660737877	6.573599401
254	0.05659929152	6.564027299
255	0.05659481574	6.554583399
256	0.05658329186	6.545123438
257	0.05657439259	6.54314686
258	0.05657727706	6.540350707
259	0.05657614315	6.537813349
260	0.05656557036	6.535091984
261	0.05655474402	6.528367643
262	0.05655062975	6.520952757
263	0.05655597411	6.518158729
264	0.05655153662	6.508443877
265	0.05654598368	6.503433232
266	0.05654246629	6.493754114
267	0.05654556761	6.485069724
268	0.05654156198	6.48230808
269	0.05653299042	6.473483941
270	0.05653237816	6.46514509
271	0.05653058907	6.459336756
272	0.05652153303	6.451060129
273	0.05652124166	6.443398952
274	0.05651705729	6.440502757
275	0.0565190352	6.43182558
276	0.05651522587	6.423207894
277	0.05650913631	6.419493653
278	0.05650621932	6.416788513
279	0.05650544695	6.408642551
280	0.05649337918	6.406276755
281	0.05649322588	6.397617178
282	0.05648130695	6.389891112
283	0.05648125685	6.387412644
284	0.05647671832	6.385293304
285	0.05647661866	6.383132811
286	0.05647640388	6.377234182
287	0.05647494445	6.370640496
288	0.05647502813	6.362686071
289	0.0564762218	6.361602446
290	0.05647774551	6.35360483
